,Configuration,Term,J,g,Level (eV),Uncertainty (eV),Lande,Leading percentages,Reference,nQua
0,3p6,1S,0,1.0,0.0,4e-05,, 100                                    ,L12392,3
1,3p5.4s,3P*,2,5.0,20.147767,1.2e-05,1.48,  95                                    ,L12188,4
2,3p5.4s,3P*,1,3.0,20.238213,1.2e-05,1.47,  68         :    21  3p5.3d 3P*        ,L12188,4
3,3p5.4s,3P*,0,1.0,20.47542,2.5e-05,,  78         :    22  3p5.3d 3P*        ,L12188,4
4,3p5.3d,3P*,0,1.0,20.262998,1.2e-05,,  77         :    22  3p5.4s 3P*        ,L12188,3
5,3p5.3d,3P*,1,3.0,20.394409,1.2e-05,1.38,  76         :    14  3p5.4s 3P*        ,L12188,3
6,3p5.3d,3P*,2,5.0,20.448453,1.2e-05,1.47,  94                                    ,L12188,3
7,3p5.4s,1P*,1,3.0,20.638075,1.2e-05,1.07,  81         :    18  3p5.4s 3P*        ,L12188,4
8,3p5.3d,3F*,4,9.0,21.083414,1.2e-05,(1.25), 100                                    ,L12188,3
9,3p5.3d,3F*,3,7.0,21.180357,1.2e-05,1.09,  98                                    ,L12188,3
10,3p5.3d,3F*,2,5.0,21.266092,1.2e-05,1.36,  98                                    ,L12188,3
11,3p5.3d,1D*,2,5.0,22.236467,1.2e-05,(1.07),  56         :    42  3p5.3d 3D*        ,L12188,3
12,3p5.3d,3D*,3,7.0,22.242244,1.2e-05,(1.20),  60         :    40  3p5.3d 1F*        ,L12188,3
13,3p5.3d,3D*,2,5.0,22.365844,1.2e-05,(1.10),  57         :    43  3p5.3d 1D*        ,L12188,3
14,3p5.3d,3D*,1,3.0,22.372812,1.2e-05,(0.50), 100                                    ,L12188,3
15,3p5.3d,1F*,3,7.0,22.393865,1.2e-05,(1.13),  59         :    39  3p5.3d 3D*        ,L12188,3
16,3p5.4p,3S,1,3.0,22.714413,1.2e-05,1.96,  97                                    ,L12188,4
17,3p5.4p,3D,3,7.0,23.108646,1.2e-05,1.35, 100                                    ,L12188,4
18,3p5.4p,3D,2,5.0,23.145544,1.2e-05,1.11,  75         :    23  3p5.4p 1D         ,L12188,4
19,3p5.4p,3D,1,3.0,23.250385,1.2e-05,0.72,  77         :    14  3p5.4p 1P         ,L12188,4
20,3p5.4p,1D,2,5.0,23.327664,1.2e-05,1.19,  52         :    40  3p5.4p 3P         ,L12188,4
21,3p5.4p,1P,1,3.0,23.462708,1.2e-05,0.95,  53         :    24  3p5.4p 3P         ,L12188,4
22,3p5.4p,3P,2,5.0,23.514521,1.2e-05,1.31,  57         :    26  3p5.4p 1D         ,L12188,4
23,3p5.4p,3P,0,1.0,23.528233,1.2e-05,,  97                                    ,L12188,4
24,3p5.4p,3P,1,3.0,23.573202,1.2e-05,1.38,  66         :    32  3p5.4p 1P         ,L12188,4
25,3p5.4p,1S,0,1.0,24.148675,1.2e-05,,  93         :     3  3p5.4p 3P         ,L12188,4
26,3p5.3d,1P*,1,3.0,25.039551,2.5e-05,(1.00),  54         :    42  3p5.4d 1P*        ,L12188,3
27,3p5.(2P*<3/2>).5s,2[3/2]*,2,5.0,26.35547,1.2e-05,1.51, 100                                    ,L12188,5
28,3p5.(2P*<3/2>).5s,2[3/2]*,1,3.0,26.407221,1.2e-05,1.19,  97                                    ,L12188,5
29,3p5.(2P*<1/2>).5s,2[1/2]*,0,1.0,26.622222,2.5e-05,,  83         :    17  3p5.4d 3P*        ,L12188,5
30,3p5.(2P*<1/2>).5s,2[1/2]*,1,3.0,26.658413,1.2e-05,1.25,  85         :    12  3p5.4d 3P*        ,L12188,5
31,3p5.4d,3P*,0,1.0,26.67,0.03,,  82         :    17  3p5.5s 3P*        ,L12188,4
32,3p5.4d,3P*,1,3.0,26.706308,1.2e-05,1.44,  84         :     8  3p5.5s 3P*        ,L12188,4
33,3p5.4d,3P*,2,5.0,26.762175,1.2e-05,1.46,  89         :     6  3p5.4d 3D*        ,L12188,4
34,3p5.4d,3F*,4,9.0,26.78,0.03,(1.25), 100                                    ,L12188,4
35,3p5.4d,3F*,3,7.0,26.84,0.03,(1.09),  84         :    10  3p5.4d 1F*        ,L12188,4
36,3p5.4d,3F*,2,5.0,26.912246,2.5e-05,(0.79),  70         :    18  3p5.4d 1D*        ,L12188,4
37,3p5.4d,3D*,3,7.0,26.994125,2.5e-05,(1.19),  55         :    44  3p5.4d 1F*        ,L12188,4
38,3p5.4d,3D*,1,3.0,27.15,0.03,(0.53),  97                                    ,L12188,4
39,3p5.4d,3D*,2,5.0,27.176357,2.5e-05,(1.14),  54         :    36  3p5.4d 1D*        ,L12188,4
40,3p5.4d,1D*,2,5.0,27.14,0.03,(0.95),  42         :    30  3p5.4d 3F*        ,L12188,4
41,3p5.4d,1F*,3,7.0,27.2,0.03,(1.15),  45         :    40  3p5.4d 3D*        ,L12188,4
42,3p5.(2P*<3/2>).4f,2[3/2],1,3.0,28.156923,2.5e-05,(0.50), 100                                    ,L12188,4
43,3p5.(2P*<3/2>).4f,2[3/2],2,5.0,28.159688,1.2e-05,(1.11),  98                                    ,L12188,4
44,3p5.(2P*<3/2>).4f,2[9/2],5,11.0,28.17243,5e-05,(1.20), 100                                    ,L12188,4
45,3p5.(2P*<3/2>).4f,2[9/2],4,9.0,28.173004,2.5e-05,(1.02), 100                                    ,L12188,4
46,3p5.(2P*<3/2>).4f,2[5/2],3,7.0,28.187051,2.5e-05,(1.21),  99                                    ,L12188,4
47,3p5.(2P*<3/2>).4f,2[5/2],2,5.0,28.18994,1.2e-05,(0.88),  99                                    ,L12188,4
48,3p5.(2P*<3/2>).4f,2[7/2],3,7.0,28.204521,1.2e-05,(0.94),  99                                    ,L12188,4
49,3p5.(2P*<3/2>).4f,2[7/2],4,9.0,28.204855,1.2e-05,(1.18),  99                                    ,L12188,4
50,3p5.(2P*<1/2>).4f,2[7/2],3,7.0,28.453444,2.5e-05,(0.84),  99                                    ,L12188,4
51,3p5.(2P*<1/2>).4f,2[7/2],4,9.0,28.45387,4e-05,(1.10),  99                                    ,L12188,4
52,3p5.(2P*<1/2>).4f,2[5/2],3,7.0,28.455241,1.2e-05,(1.18),  99                                    ,L12188,4
53,3p5.(2P*<1/2>).4f,2[5/2],2,5.0,28.457461,2.5e-05,(0.85),  99                                    ,L12188,4
54,3p5.6s,"(3/2,1/2)*",1,3.0,28.58,0.05,,  99                                    ,L11572,6
55,3p5.5d,"(3/2,3/2)*",1,3.0,28.73,0.05,,"  71         :    26  3p5.5d (3/2,5/2)* ",L11572,5
56,3p5.6s,"(1/2,1/2)*",1,3.0,28.84,0.05,,  99                                    ,L11572,6
57,3p5.5d,"(3/2,5/2)*",1,3.0,28.98,0.05,,"  43         :    24  3p5.5d (1/2,3/2)* ",L11572,5
58,3p5.5d,"(1/2,3/2)*",1,3.0,29.38,0.05,,"  60         :    30  3p5.5d (3/2,5/2)* ",L11572,5
59,3p5.(2P*<3/2>).5f,2[3/2],1,3.0,29.40963,4e-05,(0.50), 100                                    ,L12188,5
60,3p5.(2P*<3/2>).5f,2[3/2],2,5.0,29.41158,7e-05,(1.11),  98                                    ,L12188,5
61,3p5.(2P*<3/2>).5f,2[9/2],5,11.0,29.41788,6e-05,(1.20), 100                                    ,L12188,5
62,3p5.(2P*<3/2>).5f,2[9/2],4,9.0,29.418388,2.5e-05,(1.02), 100                                    ,L12188,5
63,3p5.(2P*<3/2>).5f,2[5/2],3,7.0,29.426286,2.5e-05,(1.19), 100                                    ,L12188,5
64,3p5.(2P*<3/2>).5f,2[5/2],2,5.0,29.42848,2.5e-05,(0.85),  98                                    ,L12188,5
65,3p5.(2P*<3/2>).5f,2[7/2],4,9.0,29.43474,5e-05,(1.19), 100                                    ,L12188,5
66,3p5.(2P*<3/2>).5f,2[7/2],3,7.0,29.434903,2.5e-05,(0.95), 100                                    ,L12188,5
67,3p5.7s,"(3/2,1/2)*",1,3.0,29.63,0.05,, 100                                    ,L11572,7
68,3p5.(2P*<1/2>).5f,2[7/2],3,7.0,29.69241,4e-05,(0.83), 100                                    ,L12188,5
69,3p5.(2P*<1/2>).5f,2[7/2],4,9.0,29.69269,6e-05,(1.09), 100                                    ,L12188,5
70,3p5.(2P*<1/2>).5f,2[5/2],3,7.0,29.69257,5e-05,(1.19), 100                                    ,L12188,5
71,3p5.(2P*<1/2>).5f,2[5/2],2,5.0,29.69462,4e-05,(0.87), 100                                    ,L12188,5
72,3p5.6d,"(3/2,3/2)*",1,3.0,29.71,0.05,,"  79         :    13  3p5.6d (3/2,5/2)* ",L11572,6
73,3p5.7s,"(1/2,1/2)*",1,3.0,29.88,0.05,,"  71         :    29  3p5.6d (3/2,5/2)* ",L11572,7
74,3p5.6d,"(3/2,5/2)*",1,3.0,29.88,0.05,,"  38         :    18  3p5.6d (3/2,3/2)* ",L11572,6
75,3p5.(2P*<3/2>).6f,2[3/2],1,3.0,30.09005,6e-05,(0.50), 100                                    ,L12188,6
76,3p5.(2P*<3/2>).6f,2[3/2],2,5.0,30.091,4e-05,(1.11),  98                                    ,L12188,6
77,3p5.(2P*<3/2>).6f,2[9/2],5,11.0,30.09452,6e-05,(1.20), 100                                    ,L12188,6
78,3p5.(2P*<3/2>).6f,2[9/2],4,9.0,30.09496,4e-05,(1.02), 100                                    ,L12188,6
79,3p5.(2P*<3/2>).6f,2[5/2],3,7.0,30.09979,4e-05,(1.19), 100                                    ,L12188,6
80,3p5.(2P*<3/2>).6f,2[5/2],2,5.0,30.10024,4e-05,(0.85),  98                                    ,L12188,6
81,3p5.(2P*<3/2>).6f,2[7/2],3,7.0,30.10468,6e-05,(0.96), 100                                    ,L12188,6
82,3p5.(2P*<3/2>).6f,2[7/2],4,9.0,30.10474,5e-05,(1.19), 100                                    ,L12188,6
83,3p5.6d,"(1/2,3/2)*",1,3.0,30.12,0.05,,"  67         :    15  3p5.6d (3/2,5/2)* ",L11572,6
84,3p5.8s,"(3/2,1/2)*",1,3.0,30.21,0.05,, 100                                    ,L11572,8
85,3p5.7d,"(3/2,3/2)*",1,3.0,30.26,0.05,,"  84         :    13  3p5.7d (3/2,5/2)* ",L11572,7
86,3p5.(2P*<1/2>).6f,2[7/2],3,7.0,30.364,0.003,(0.83), 100                                    ,L12188,6
87,3p5.(2P*<1/2>).6f,2[7/2],4,9.0,30.364,0.003,(1.09), 100                                    ,L12188,6
88,3p5.(2P*<1/2>).6f,2[5/2],3,7.0,30.364,0.003,(1.20), 100                                    ,L12188,6
89,3p5.(2P*<1/2>).6f,2[5/2],2,5.0,30.366,0.003,(0.88), 100                                    ,L12188,6
90,3p5.7d,"(3/2,5/2)*",1,3.0,30.38,0.05,,"  58         :    14  3p5.6d (1/2,3/2)* ",L11572,7
91,3p5.8s,"(1/2,1/2)*",1,3.0,30.48,0.05,, 100                                    ,L11572,8
92,3p5.7d,"(1/2,3/2)*",1,3.0,30.57,0.05,,"  63         :    12  3p5.7d (3/2,5/2)* ",L11572,7
93,3p5.8d,"(3/2,5/2)*",1,3.0,30.7,0.05,,"  50         :    28  3p5.7d (1/2,3/2)* ",L11572,8
94,3p5.8d,"(3/2,3/2)*",1,3.0,30.93,0.05,,"  45         :    31  3p5.8d (1/2,3/2)* ",L11572,8
95,3p5.8d,"(1/2,3/2)*",1,3.0,31.1026,0.0016,,                                        ,L3496,8
96,Limit,NaN,NaN,NaN,31.625,0.00019,NaN,NaN,NaN,NaN
