,Configuration,Term,J,g,Level (eV),nQua
342,3p6.4s.28p,3P*,nan,5.0,6.093103,28.0
343,3p6.4s.13d,1D,nan,5.0,6.022944,13.0
344,3p6.4s.36d,3D,nan,5.0,6.102153,36.0
345,3p6.4p.9s,3P*,nan,3.0,8.9105,9.0
346,3p6.3d.16p,1P*,nan,3.0,7.746317,16.0
347,3p6.4s.26s,3S,nan,3.0,6.088635,26.0
348,3p5.(2P*<1/2>).4s2.8d,2[3/2]*,nan,3.0,34.397,8.0
349,3p6.4s.22f,1F*,nan,7.0,6.084797,22.0
350,3p5.4s2.4d,3P*,nan,3.0,31.6187,4.0
351,3p6.4s.23d,3D,nan,5.0,6.085495,23.0
352,3p6.4s.13d,3D,nan,15.0,6.021793333333334,13.0
353,3p5.(2P*<1/2>).4s2.11s,2[1/2]*,nan,3.0,34.4665,11.0
354,3p6.4p.8s,1P*,nan,3.0,8.803,8.0
355,3p6.4p.5s,1P*,nan,3.0,7.186,5.0
356,3p6.4s.77p,1P*,nan,3.0,6.110752,77.0
357,3p6.4s.15p,1P*,nan,3.0,6.03429,15.0
358,3p6.3d.28p,3D*,nan,3.0,7.785893,28.0
359,3p6.3d.50p,3D*,nan,3.0,7.799707,50.0
360,3p6.4s.16s,3S,nan,3.0,6.039124,16.0
361,3p6.4s.62d,1D,nan,5.0,6.109429,62.0
362,3p5.4s2.3d,3D*,nan,3.0,27.1514,3.0
363,3p6.3d.20f,3D*,nan,3.0,7.770779,20.0
364,3p6.3d.24f,3P*,nan,3.0,7.781757,24.0
365,3p6.3d.37f,3P*,nan,3.0,7.795556,37.0
366,3p6.4p.9s,1P*,nan,3.0,8.9277,9.0
367,3p6.4s.33d,3D,nan,5.0,6.100014,33.0
368,3p6.4s.4p,3P*,nan,9.0,1.8880275333333334,4.0
369,3p6.4s.67p,1P*,nan,3.0,6.109954,67.0
370,3p6.4s.4d,1D,nan,5.0,4.6243982,4.0
371,3p6.4s.22d,1D,nan,5.0,6.082122,22.0
372,3p6.3d.28p,1P*,nan,3.0,7.793412,28.0
373,3p5.(2P*<3/2>).4s2.7d,2[3/2]*,nan,3.0,33.9666,7.0
374,3p6.4p.8s,3P*,nan,3.0,8.7765,8.0
375,3p6.4s.25p,3P*,nan,5.0,6.087531,25.0
376,3p6.4s.14s,1S,nan,1.0,6.013127,14.0
377,3p6.4s.21p,1P*,nan,3.0,6.07596,21.0
378,3p6.4s.21s,1S,nan,1.0,6.074089,21.0
379,3p5.(2P*<1/2>).4s2.10d,2[3/2]*,nan,3.0,34.4959,10.0
380,3p6.4p2,1S,nan,1.0,5.1808379,4.0
381,3p6.3d.30p,1P*,nan,3.0,7.796062,30.0
382,3p6.4s.29s,3S,nan,3.0,6.093861,29.0
383,3p6.3d.27p,3D*,nan,3.0,7.784207,27.0
384,3p6.4s.9s,3S,nan,3.0,5.7960484,9.0
385,3p6.4s.34p,3P*,nan,5.0,6.09991,34.0
386,3p6.4s.30s,1S,nan,1.0,6.095369,30.0
387,3p6.3d2,3F,nan,21.0,5.392156866666667,3.0
388,3p6.4s.26s,1S,nan,1.0,6.088845,26.0
389,3p6.4s.75p,1P*,nan,3.0,6.110618,75.0
390,3p6.3d.13p,3D*,nan,3.0,7.697549,13.0
391,3p6.3d.25p,3D*,nan,3.0,7.780455,25.0
392,3p6.3d.9f,3P*,nan,3.0,7.637016,9.0
393,3p6.3d.55p,1P*,nan,3.0,7.808309,55.0
394,3p6.4s.11s,1S,nan,1.0,5.93187,11.0
395,3p6.4s.8f,3F*,nan,21.0,5.895484,8.0
396,3p5.(2P*<1/2>).4s2.7s,2[1/2]*,nan,3.0,33.9218,7.0
397,3p6.3d.24f,3D*,nan,3.0,7.782253,24.0
398,3p6.3d.38f,3P*,nan,3.0,7.796131,38.0
399,3p6.3d.4d,3G,nan,27.0,6.39527,4.0
400,3p5.(2P*<3/2>).4s2.15d,2[3/2]*,nan,3.0,34.2462,15.0
401,3p6.4s.33p,3P*,nan,5.0,6.099041,33.0
402,3p6.4s.59p,1P*,nan,3.0,6.108993,59.0
403,3p6.3d.6p,1P*,nan,3.0,7.0238,6.0
404,3p6.3d.33p,3P*,nan,3.0,7.798835,33.0
405,3p6.3d.51p,1P*,nan,3.0,7.807506,51.0
406,3p6.3d.6f,3P*,nan,3.0,7.421974,6.0
407,3p6.4s.14s,3S,nan,3.0,6.011287,14.0
408,3p6.4s.36s,3S,nan,3.0,6.10108,36.0
409,3p6.4s.12h,1H*,nan,11.0,6.01871,12.0
410,3p6.4s.16p,3P*,nan,5.0,6.044111,16.0
411,3p6.4s.30s,3S,nan,3.0,6.095254,30.0
412,3p6.4s.54p,1P*,nan,3.0,6.108155,54.0
413,3p6.3d.19f,3P*,nan,3.0,7.768105,19.0
414,3p6.4s.37d,1D,nan,5.0,6.102515,37.0
415,3p6.3d.26p,3D*,nan,3.0,7.782422,26.0
416,3p6.4s.11p,3P*,nan,8.0,5.9464310000000005,11.0
417,3p6.4s.52d,1D,nan,5.0,6.107872,52.0
418,3p6.3d.8p,3D*,nan,3.0,7.444771,8.0
419,3p6.4s.23p,3P*,nan,5.0,6.082419,23.0
420,3p6.3d.15p,3D*,nan,3.0,7.728064,15.0
421,3p6.3d.22p,1P*,nan,3.0,7.78008,22.0
422,3p6.4s.8p,3P*,nan,9.0,5.738690666666666,8.0
423,3p6.4s.38d,1D,nan,5.0,6.103085,38.0
424,3p6.3d.17f,3D*,nan,3.0,7.757156,17.0
425,3p6.3d.25f,1P*,nan,3.0,7.790776,25.0
426,3p6.3d.30p,3D*,nan,3.0,7.788534,30.0
427,3p6.3d.35p,3D*,nan,3.0,7.79322,35.0
428,3p6.4s.47d,1D,nan,5.0,6.106643,47.0
429,3p6.3d.26p,3P*,nan,3.0,7.789204,26.0
430,3p6.3d.35f,3P*,nan,3.0,7.794315,35.0
431,3p6.3d.10p,3P*,nan,3.0,7.605902,10.0
432,3p6.3d.10f,3P*,nan,3.0,7.669566,10.0
433,3p6.4s.50p,1P*,nan,3.0,6.107288,50.0
434,3p6.4s.13h,1H*,nan,11.0,6.0327,13.0
435,3p6.4s.55p,1P*,nan,3.0,6.108342,55.0
436,3p6.4p.15s,1P*,nan,3.0,9.171,15.0
437,3p6.3d.20f,3P*,nan,3.0,7.771812,20.0
438,3p6.4s.8d,3D,nan,15.0,5.8322776,8.0
439,3p6.3d.24p,3D*,nan,3.0,7.778056,24.0
440,3p6.3d.44p,3D*,nan,3.0,7.797943,44.0
441,3p6.4s.26d,3D,nan,5.0,6.091687,26.0
442,3p6.4s.18d,3D,nan,15.0,6.067061666666667,18.0
443,3p6.4s.55d,1D,nan,5.0,6.108434,55.0
444,3p6.3d.12p,3D*,nan,3.0,7.674751,12.0
445,3p6.3d.7p,1P*,nan,3.0,7.3395,7.0
446,3p6.4s.26f,1F*,nan,7.0,6.092879,26.0
447,3p6.4s.34d,1D,nan,5.0,6.100491,34.0
448,3p6.4s.11f,1F*,nan,7.0,5.9988563,11.0
449,3p6.3d.28f,3P*,nan,3.0,7.788255,28.0
450,3p6.4s.5g,1G,nan,9.0,5.563909,5.0
451,3p6.4s.54d,1D,nan,5.0,6.10825,54.0
452,3p6.3d.21f,3D*,nan,3.0,7.774358,21.0
453,3p6.3d.5d,3P,nan,9.0,7.144279999999999,5.0
454,3p6.4s.69p,1P*,nan,3.0,6.110142,69.0
455,3p6.4s.42p,3P*,nan,5.0,6.104678,42.0
456,3p6.3d.23f,1P*,nan,3.0,7.786751,23.0
457,3p6.3d.60p,1P*,nan,3.0,7.809099,60.0
458,3p6.4s.53d,3D,nan,5.0,6.108156,53.0
459,3p6.4s.17s,3S,nan,3.0,6.048945,17.0
460,3p6.4s.26p,3P*,nan,5.0,6.089617,26.0
461,3p6.4s.51p,1P*,nan,3.0,6.107525,51.0
462,3p6.3d.28p,3P*,nan,3.0,7.792877,28.0
463,3p6.4p.11s,1P*,nan,3.0,9.0646,11.0
464,3p5.4s2.4d,3D*,nan,3.0,33.2223,4.0
465,3p6.4s.52d,3D,nan,7.0,6.107981,52.0
466,3p6.3d.47p,3D*,nan,3.0,7.798947,47.0
467,3p6.4p.10d,1P*,nan,3.0,9.0816,10.0
468,3p6.3d.4f,1P*,nan,3.0,6.94092,4.0
469,3p6.4s.15s,3S,nan,3.0,6.026841,15.0
470,3p6.4s.53p,1P*,nan,3.0,6.107956,53.0
471,3p6.4s.5s,3S,nan,3.0,3.910399,5.0
472,3p6.3d.40p,1P*,nan,3.0,7.803826,40.0
473,3p6.4s.12p,1P*,nan,3.0,5.981063,12.0
474,3p6.3d.32f,3P*,nan,3.0,7.792254,32.0
475,3p6.4s.38d,3D,nan,5.0,6.103316,38.0
476,3p6.4s.24d,1D,nan,5.0,6.087193,24.0
477,3p6.4s.24f,1F*,nan,7.0,6.089341,24.0
478,3p6.4s.13f,1F*,nan,7.0,6.031496,13.0
479,3p6.4s.30d,3D,nan,5.0,6.097187,30.0
480,3p6.4s.40p,3P*,nan,5.0,6.103758,40.0
481,3p6.4s.46p,3P*,nan,5.0,6.106144,46.0
482,3p6.4s.15d,1D,nan,5.0,6.045487,15.0
483,3p6.4s.30p,1P*,nan,3.0,6.095956,30.0
484,3p6.3d.8p,1P*,nan,3.0,7.48,8.0
485,3p6.3d.21f,3P*,nan,3.0,7.774708,21.0
486,3p6.3d2,3P,nan,9.0,6.018409466666667,3.0
487,3p6.4s.14h,1H*,nan,11.0,6.04391,14.0
488,3p6.4s2,1S,nan,1.0,0.0,4.0
489,3p6.4s.44p,1P*,nan,3.0,6.105494,44.0
490,3p6.3d.36f,3P*,nan,3.0,7.795068,36.0
491,3p6.4s.10p,1P*,nan,3.0,5.909347,10.0
492,3p6.3d.57p,3D*,nan,3.0,7.801125,57.0
493,3p5.(2P*<1/2>).4s2.5d,2[3/2]*,nan,3.0,33.977,5.0
494,3p6.4s.11g,1G,nan,9.0,6.00013,11.0
495,3p6.4s.17s,1S,nan,1.0,6.049866,17.0
496,3p6.4s.48p,3P*,nan,5.0,6.106745,48.0
497,3p6.4s.8f,1F*,nan,7.0,5.896097,8.0
498,3p6.3d.18p,1P*,nan,3.0,7.761748,18.0
499,3p6.3d.34p,3D*,nan,3.0,7.792484,34.0
500,3p5.(2P*<1/2>).4s2.9d,2[3/2]*,nan,3.0,34.4573,9.0
501,3p6.4s.22s,1S,nan,1.0,6.077956,22.0
502,3p6.4s.40d,3D,nan,5.0,6.104296,40.0
503,3p6.3d.12f,3D*,nan,3.0,7.707057,12.0
504,3p6.4s.19s,3S,nan,3.0,6.063522,19.0
505,3p6.3d.29p,3P*,nan,3.0,7.794141,29.0
506,3p6.4s.8p,1P*,nan,3.0,5.7627624,8.0
507,3p6.3d.50p,1P*,nan,3.0,7.807271,50.0
508,3p6.4s.18s,3S,nan,3.0,6.056948,18.0
509,3p6.3d.6d,3P,nan,8.0,7.3621,6.0
510,3p6.4s.10f,3F*,nan,21.0,5.974436399999999,10.0
511,3p6.4s.7p,3P*,nan,9.0,5.5741264,7.0
512,3p6.4s.22d,3D,nan,5.0,6.082817,22.0
513,3p6.4s.43p,3P*,nan,5.0,6.105082,43.0
514,3p6.3d.49p,1P*,nan,3.0,7.807017,49.0
515,3p6.4s.40p,1P*,nan,3.0,6.103798,40.0
516,3p6.4s.42p,1P*,nan,3.0,6.104712,42.0
517,3p5.(2P*<1/2>).4s2.13d,2[3/2]*,nan,3.0,34.5663,13.0
518,3p6.4s.21s,3S,nan,3.0,6.073657,21.0
519,3p6.4s.24s,1S,nan,1.0,6.084151,24.0
520,3p6.4p.11d,1P*,nan,3.0,9.1149,11.0
521,3p6.3d.17f,3P*,nan,3.0,7.758796,17.0
522,3p6.4s.19s,1S,nan,1.0,6.064148,19.0
523,3p6.4s.17p,1P*,nan,3.0,6.053719,17.0
524,3p6.3d.9f,3D*,nan,3.0,7.630477,9.0
525,3p6.4s.44d,3D,nan,5.0,6.105855,44.0
526,3p5.(2P*<1/2>).4s2.14d,2[3/2]*,nan,3.0,34.58,14.0
527,3p6.3d.13p,1P*,nan,3.0,7.706191,13.0
528,3p6.3d.24f,1P*,nan,3.0,7.788726,24.0
529,3p6.4s.19p,1P*,nan,3.0,6.066772,19.0
530,3p6.4s.59p,3P*,nan,5.0,6.108979,59.0
531,3p6.4s.18f,1F*,nan,7.0,6.070721,18.0
532,3p6.4s.35p,3P*,nan,5.0,6.100701,35.0
533,3p6.4s.20s,1S,nan,1.0,6.069539,20.0
534,3p5.(2P*<1/2>).4s2.12d,2[3/2]*,nan,3.0,34.5478,12.0
535,3p6.4s.np,w 1P*,nan,3.0,5.4470569,4.0
536,3p6.4s.60p,1P*,nan,3.0,6.109135,60.0
537,3p6.4s.14f,1F*,nan,7.0,6.042809,14.0
538,3p6.3d.4f,3P*,nan,3.0,6.93649,4.0
539,3p6.4s.20d,3D,nan,15.0,6.0761709999999995,20.0
540,3p6.4s.23s,3S,nan,3.0,6.080956,23.0
541,3p6.4s.49p,3P*,nan,5.0,6.107018,49.0
542,3p6.4s.45d,3D,nan,5.0,6.106167,45.0
543,3p6.4s.72p,1P*,nan,3.0,6.110396,72.0
544,3p6.4s.48p,1P*,nan,3.0,6.106769,48.0
545,3p6.4s.78p,1P*,nan,3.0,6.110815,78.0
546,3p6.4p.10s,1P*,nan,3.0,9.0081,10.0
547,3p6.4s.24d,3D,nan,5.0,6.087811,24.0
548,3p6.3d.59p,1P*,nan,3.0,7.808956,59.0
549,3p6.4s.16d,3D,nan,15.0,6.054160333333333,16.0
550,3p6.4p2,3P,nan,9.0,4.7706602333333334,4.0
551,3p6.3d.35f,1P*,nan,3.0,7.801874,35.0
552,3p6.3d.39p,3D*,nan,3.0,7.795752,39.0
553,3p6.3d.48p,3D*,nan,3.0,7.79922,48.0
554,3p6.3d.56p,3D*,nan,3.0,7.800937,56.0
555,3p6.3d.38p,3D*,nan,3.0,7.79522,38.0
556,3p6.3d.38p,1P*,nan,3.0,7.802773,38.0
557,3p6.4s.5g,3G,nan,11.0,5.563774,5.0
558,3p6.4s.51d,1D,nan,5.0,6.107649,51.0
559,3p6.4s.58d,3D,nan,5.0,6.10901,58.0
560,3p6.3d.7f,3P*,nan,3.0,7.524634,7.0
561,3p6.3d.51p,3D*,nan,3.0,7.799955,51.0
562,3p6.4p.7s,3P*,nan,3.0,8.5441,7.0
563,3p6.3d.16f,3D*,nan,3.0,7.7515,16.0
564,3p6.4s.33s,3S,nan,3.0,6.098581,33.0
565,3p6.3d.10f,1P*,nan,3.0,7.673161,10.0
566,3p6.3d.11p,3D*,nan,3.0,7.643905,11.0
567,3p6.3d.17p,3P*,nan,3.0,7.750496,17.0
568,3p6.4s.12s,1S,nan,1.0,5.967452,12.0
569,3p6.3d.14f,1P*,nan,3.0,7.740753,14.0
570,3p6.4s.38p,3P*,nan,5.0,6.102689,38.0
571,3p6.4s.12g,1G,nan,9.0,6.01821,12.0
572,3p6.4s.13s,1S,nan,1.0,5.993489,13.0
573,3p6.4s.22p,1P*,nan,3.0,6.079563,22.0
574,3p6.4s.32d,1D,nan,5.0,6.098804,32.0
575,3p6.3d.41p,3D*,nan,3.0,7.796718,41.0
576,3p6.3d.5s,3D,nan,15.0,5.885049733333333,5.0
577,3p6.3d.25f,3P*,nan,3.0,7.783765,25.0
578,3p5.(2P*<1/2>).4s2.14s,2[1/2]*,nan,3.0,34.5546,14.0
579,3p6.4s.12d,3D,nan,15.0,6.005007,12.0
580,3p6.4p.6s,3P*,nan,3.0,8.0561,6.0
581,3p6.4p.15s,3P*,nan,3.0,9.1428,15.0
582,3p6.3d.21p,3D*,nan,3.0,7.768868,21.0
583,3p6.3d.4p,3D*,nan,15.0,4.739115533333334,4.0
584,3p6.4s.45p,1P*,nan,3.0,6.105847,45.0
585,3p6.3d.29p,3D*,nan,3.0,7.787263,29.0
586,3p6.3d.30p,3P*,nan,3.0,7.795556,30.0
587,3p6.4s.6f,3F*,nan,21.0,5.723705733333333,6.0
588,3p6.4s.10d,3D,nan,15.0,5.955416733333333,10.0
589,3p6.3d.20p,1P*,nan,3.0,7.772609,20.0
590,3p6.3d.26f,1P*,nan,3.0,7.792696,26.0
591,3p6.4s.30d,1D,nan,5.0,6.096762,30.0
592,3p6.3d.11f,3P*,nan,3.0,7.693528,11.0
593,3p6.4s.11h,1H*,nan,11.0,6.00066,11.0
594,3p6.4s.32s,1S,nan,1.0,6.097728,32.0
595,3p6.4s.39d,1D,nan,5.0,6.103608,39.0
596,3p6.3d.8f,3D*,nan,3.0,7.584428,8.0
597,3p6.4s.33d,1D,nan,5.0,6.099688,33.0
598,3p6.4p.4d,3P*?,nan,3.0,7.756135,4.0
599,3p6.4s.16s,1S,nan,1.0,6.040265,16.0
600,3p6.3d.16f,1P*,nan,3.0,7.758021,16.0
601,3p6.3d.32p,3P*,nan,3.0,7.79782,32.0
602,3p6.4s.36p,1P*,nan,3.0,6.101476,36.0
603,3p6.4s.35d,1D,nan,5.0,6.101223,35.0
604,3p6.4s.16d,1D,nan,5.0,6.053783,16.0
605,3p6.3d.33p,3D*,nan,3.0,7.791628,33.0
606,3p6.4s.43d,3D,nan,5.0,6.10551,43.0
607,3p6.3d.34f,3P*,nan,3.0,7.793778,34.0
608,3p6.4p.11s,3P*,nan,3.0,9.0349,11.0
609,3p6.4s.63p,1P*,nan,3.0,6.109521,63.0
610,3p6.3d.56p,1P*,nan,3.0,7.80849,56.0
611,3p6.4s.28d,1D,nan,5.0,6.094256,28.0
612,3p6.4s.9f,3F*,nan,21.0,5.941566066666667,9.0
613,3p6.4s.61p,1P*,nan,3.0,6.109272,61.0
614,3p5.(2P*<1/2>).4s2.5s,2[1/2]*,nan,3.0,32.2598,5.0
615,3p6.4s.6d,1D,nan,5.0,5.578028,6.0
616,3p6.4s.27p,1P*,nan,3.0,6.091603,27.0
617,3p6.4p.12d,3P*,nan,3.0,9.1428,12.0
618,3p6.3d.4f,3D*,nan,3.0,6.93106,4.0
619,3p6.4s.71p,1P*,nan,3.0,6.110314,71.0
620,3p6.4s.5p,1P*,nan,3.0,4.5541398,5.0
621,3p6.4s.56p,1P*,nan,3.0,6.108518,56.0
622,3p6.4s.9p,3P*,nan,8.0,5.837943,9.0
623,3p6.3d.9p,3D*,nan,3.0,7.539142,9.0
624,3p6.3d.33f,3P*,nan,3.0,7.792877,33.0
625,3p6.3d.7p,3D*,nan,3.0,7.290137,7.0
626,3p5.(2P*<3/2>).4s2.10d,2[3/2]*,nan,3.0,34.158,10.0
627,3p6.4s.17p,3P*,nan,5.0,6.052983,17.0
628,3p6.4s.16f,1F*,nan,7.0,6.059381,16.0
629,3p6.4s.41p,1P*,nan,3.0,6.104273,41.0
630,3p6.4s.52p,3P*,nan,5.0,6.107728,52.0
631,3p6.4s.41d,3D,nan,5.0,6.104712,41.0
632,3p6.4s.29p,3P*,nan,5.0,6.094555,29.0
633,3p6.4s.50d,3D,nan,5.0,6.107541,50.0
634,3p6.4s.10g,1G,nan,9.0,5.97631,10.0
635,3p6.4s.26p,1P*,nan,3.0,6.089779,26.0
636,3p6.4p.13s,3P*,nan,3.0,9.1059,13.0
637,3p6.4s.34p,1P*,nan,3.0,6.099975,34.0
638,3p6.4s.41d,1D,nan,5.0,6.104542,41.0
639,3p6.3d.22f,1P*,nan,3.0,7.78435,22.0
640,3p6.3d.15f,1P*,nan,3.0,7.749833,15.0
641,3p6.4s.32s,3S,nan,3.0,6.097602,32.0
642,3p6.4s.9s,1S,nan,1.0,5.8068068,9.0
643,3p6.4s.31p,3P*,nan,5.0,6.097031,31.0
644,3p6.4s.37d,3D,nan,5.0,6.102758,37.0
645,3p6.4s.28p,1P*,nan,3.0,6.093222,28.0
646,3p6.4s.31p,1P*,nan,3.0,6.097119,31.0
647,3p6.4p.5s,3P*,nan,3.0,7.1244,5.0
648,3p6.3d.19f,3D*,nan,3.0,7.766559,19.0
649,3p6.3d.29f,3P*,nan,3.0,7.789204,29.0
650,3p6.4s.26d,1D,nan,5.0,6.091138,26.0
651,3p6.3d.52p,3D*,nan,3.0,7.800177,52.0
652,3p6.4s.40d,1D,nan,5.0,6.10409,40.0
653,3p6.4s.20p,3P*,nan,5.0,6.071341,20.0
654,3p6.4s.27d,3D,nan,5.0,6.093285,27.0
655,3p6.3d.22p,3P*,nan,3.0,7.778285,22.0
656,3p6.4s.32p,1P*,nan,3.0,6.098165,32.0
657,3p6.4s.14d,1D,nan,5.0,6.035423,14.0
658,3p6.4s.42d,3D,nan,5.0,6.105117,42.0
659,3p6.3d.11p,3P*,nan,3.0,7.646926,11.0
660,3p6.3d.17f,1P*,nan,3.0,7.764556,17.0
661,3p5.(2P*<1/2>).4s2.7d,2[3/2]*,nan,3.0,34.2979,7.0
662,3p6.3d.43p,1P*,nan,3.0,7.805125,43.0
663,3p6.3d.46p,3D*,nan,3.0,7.798617,46.0
664,3p6.4s.58p,1P*,nan,3.0,6.108843,58.0
665,3p6.4s.50p,3P*,nan,5.0,6.107269,50.0
666,3p6.3d.29p,1P*,nan,3.0,7.79481,29.0
667,3p6.4p.8d,1P*,nan,3.0,8.9627,8.0
668,3p6.4p.6s,1P*,nan,3.0,8.1141,6.0
669,3p6.3d.8p,3P*,nan,3.0,7.457682,8.0
670,3p6.3d.4s,1D,nan,5.0,2.7090094,4.0
671,3p6.4s.59d,3D,nan,5.0,6.109139,59.0
672,3p6.3d.10p,1P*,nan,3.0,7.61611,10.0
673,3p6.3d.4s,3D,nan,15.0,2.5233107,4.0
674,3p6.3d.5p,3P*,nan,3.0,6.4358,5.0
675,3p6.3d.12p,1P*,nan,3.0,7.684601,12.0
676,3p5.(2P*<3/2>).4s2.9d,2[3/2]*,nan,3.0,34.1294,9.0
677,3p6.3d.5f,3P*,nan,3.0,7.252073,5.0
678,3p6.4s.13f,3F*,nan,9.0,6.031382,13.0
679,3p6.4s.11d,1D,nan,5.0,5.987302,11.0
680,3p6.3d.20f,1P*,nan,3.0,7.778285,20.0
681,3p6.4s.8s,3S,nan,3.0,5.6708741,8.0
682,3p6.4s.24s,3S,nan,3.0,6.083882,24.0
683,3p6.4s.19p,3P*,nan,5.0,6.06629,19.0
684,3p6.4p.12s,3P*,nan,3.0,9.0816,12.0
