,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
0,94.518745,4e-06,380000000.0,C+,2s2.2p2,3P,0,2s.2p3,3S*,1,1,3
1,94.533414,3e-06,1140000000.0,C+,2s2.2p2,3P,1,2s.2p3,3S*,1,3,3
2,94.557546,3e-06,1900000000.0,C+,2s2.2p2,3P,2,2s.2p3,3S*,1,5,3
3,112.14533,0.00023,1500000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,1,3
4,112.15196,4e-05,1700000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).8d,2[3/2]*,1,1,3
5,112.16598,0.00023,3500000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,3,3
6,112.167,0.0021,11000000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8d,2[1/2]*,0,3,1
7,112.17132,4e-05,400000.0,C,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).9s,2[3/2]*,1,1,3
8,112.1753,0.0005,430000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8d,2[3/2]*,2,3,5
9,112.17261,4e-05,810000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8d,2[3/2]*,1,3,3
10,112.19198,4e-05,3600000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).9s,2[3/2]*,1,3,3
11,112.19995,0.00023,4000000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8d,2[1/2]*,1,5,3
12,112.20037,4e-05,8500000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8d,2[5/2]*,2,3,5
13,112.2093,0.0005,6700000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8d,2[3/2]*,2,5,5
14,112.21796,5e-05,3400000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8d,2[7/2]*,3,5,7
15,112.22597,4e-05,1400000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).9s,2[3/2]*,1,5,3
16,112.23267,0.00023,10600000.0,B,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8d,2[5/2]*,3,5,7
17,112.23437,4e-05,340000.0,C,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8d,2[5/2]*,2,5,5
18,112.24447,0.00015,9000000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<1/2>).8d,2[3/2]*,1,1,3
19,112.25185,5e-05,2000000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<1/2>).9s,2[1/2]*,1,1,3
20,112.26516,0.00015,2700000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).8d,2[3/2]*,1,3,3
21,112.27254,5e-05,400000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).9s,2[1/2]*,1,3,3
22,112.27727,6e-05,3800000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).9s,2[1/2]*,0,3,1
23,112.278,0.003,7300000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).8d,2[3/2]*,2,3,5
24,112.30658,5e-05,1270000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).9s,2[1/2]*,1,5,3
25,112.31091,0.00024,3600000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).8d,2[5/2]*,3,5,7
26,112.31191,5e-05,380000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).8d,2[5/2]*,2,3,5
27,112.34597,5e-05,380000.0,C,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).8d,2[5/2]*,2,5,5
28,112.8071,0.0002,2400000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).7d,2[1/2]*,1,1,3
29,112.81717,4e-05,1800000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).7d,2[3/2]*,1,1,3
30,112.8261,0.0022,15500000.0,B,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).7d,2[1/2]*,0,3,1
31,112.828,0.0002,5000000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).7d,2[1/2]*,1,3,3
32,112.83807,4e-05,960000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).7d,2[3/2]*,1,3,3
33,112.84769,4e-05,600000.0,C,2s2.2p2,3P,0,2s2.2p.(2P*<3/2>).8s,2[3/2]*,1,1,3
34,112.86238,0.0002,5800000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).7d,2[1/2]*,1,5,3
35,112.8686,5e-05,4800000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8s,2[3/2]*,1,3,3
36,112.8723,0.0005,10200000.0,B,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).7d,2[3/2]*,2,5,5
37,112.88167,3e-05,16100000.0,B,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).7d,2[5/2]*,2,3,5
38,112.89025,5e-05,4000000.0,C,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).7d,2[7/2]*,3,5,7
39,112.903,5e-05,1800000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8s,2[3/2]*,1,5,3
40,112.90777,4e-05,990000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<3/2>).8s,2[3/2]*,2,3,5
41,112.91409,0.00023,17000000.0,B,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).7d,2[5/2]*,3,5,7
42,112.91608,3e-05,500000.0,C,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).7d,2[5/2]*,2,5,5
43,112.91956,0.00017,13500000.0,B,2s2.2p2,3P,0,2s2.2p.(2P*<1/2>).7d,2[3/2]*,1,1,3
44,112.931702,2.2e-05,3500000.0,C+,2s2.2p2,3P,0,2s2.2p.(2P*<1/2>).8s,2[1/2]*,1,1,3
45,112.94049,0.00017,4900000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).7d,2[3/2]*,1,3,3
46,112.9422,4e-05,11900000.0,B,2s2.2p2,3P,2,2s2.2p.(2P*<3/2>).8s,2[3/2]*,2,5,5
47,112.952643,2.2e-05,720000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).8s,2[1/2]*,1,3,3
48,112.95942,4e-05,6400000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).8s,2[1/2]*,0,3,1
49,112.9598,0.0022,7300000.0,C+,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).7d,2[3/2]*,2,3,5
50,112.987097,2.2e-05,2200000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).8s,2[1/2]*,1,5,3
51,112.9923,0.00023,4800000.0,C+,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).7d,2[5/2]*,3,5,7
52,113.01706,4e-05,480000.0,C,2s2.2p2,3P,1,2s2.2p.(2P*<1/2>).7d,2[5/2]*,2,3,5
53,113.05156,4e-05,300000.0,C,2s2.2p2,3P,2,2s2.2p.(2P*<1/2>).7d,2[5/2]*,2,5,5
54,113.83826,4e-05,4100000.0,C+,2s2.2p2,3P,0,2s2.2p.6d,3P*,1,1,3
55,113.85608,2.5e-05,1700000.0,C+,2s2.2p2,3P,0,2s2.2p.6d,1P*,1,1,3
56,113.858,0.0021,23100000.0,B,2s2.2p2,3P,1,2s2.2p.6d,3P*,0,3,1
57,113.85954,4e-05,7300000.0,C+,2s2.2p2,3P,1,2s2.2p.6d,3P*,1,3,3
58,113.874269,2.5e-05,190000.0,C,2s2.2p2,3P,1,2s2.2p.6d,3P*,2,3,5
59,113.877365,2.5e-05,990000.0,C,2s2.2p2,3P,1,2s2.2p.6d,1P*,1,3,3
60,113.89455,4e-05,9000000.0,C+,2s2.2p2,3P,2,2s2.2p.6d,3P*,1,5,3
61,113.908649,2.1e-05,930000.0,C,2s2.2p2,3P,0,2s2.2p.7s,1P*,1,1,3
62,113.909287,2.5e-05,16000000.0,B,2s2.2p2,3P,2,2s2.2p.6d,3P*,2,5,5
63,113.929954,2.1e-05,6200000.0,C+,2s2.2p2,3P,1,2s2.2p.7s,1P*,1,3,3
64,113.94254,4e-05,4300000.0,C+,2s2.2p2,3P,2,2s2.2p.6d,1F*,3,5,7
65,113.95142,3e-05,27000000.0,B,2s2.2p2,3P,1,2s2.2p.6d,3D*,2,3,5
66,113.965007,2.1e-05,2300000.0,C+,2s2.2p2,3P,2,2s2.2p.7s,1P*,1,5,3
67,113.97655,3e-05,4600000.0,C+,2s2.2p2,3P,1,2s2.2p.7s,3P*,2,3,5
68,113.97917,0.00017,21100000.0,B,2s2.2p2,3P,0,2s2.2p.6d,3D*,1,1,3
69,113.9812,4e-05,30000000.0,B,2s2.2p2,3P,2,2s2.2p.6d,3D*,3,5,7
70,113.98648,3e-05,1300000.0,C+,2s2.2p2,3P,2,2s2.2p.6d,3D*,2,5,5
71,114.0005,0.00017,9500000.0,C+,2s2.2p2,3P,1,2s2.2p.6d,3D*,1,3,3
72,114.00093,1.9e-05,6100000.0,C+,2s2.2p2,3P,0,2s2.2p.7s,3P*,1,1,3
73,114.01163,3e-05,18400000.0,B,2s2.2p2,3P,2,2s2.2p.7s,3P*,2,5,5
74,114.022269,2e-05,1500000.0,C+,2s2.2p2,3P,1,2s2.2p.7s,3P*,1,3,3
75,114.03162,3e-05,11500000.0,B,2s2.2p2,3P,1,2s2.2p.7s,3P*,0,3,1
76,114.0356,0.00017,110000.0,C,2s2.2p2,3P,2,2s2.2p.6d,3D*,1,5,3
77,114.03574,7e-05,6400000.0,C+,2s2.2p2,3P,1,2s2.2p.6d,3F*,2,3,5
78,114.057379,2e-05,4200000.0,C+,2s2.2p2,3P,2,2s2.2p.7s,3P*,1,5,3
79,114.0641,5e-05,6300000.0,C+,2s2.2p2,3P,2,2s2.2p.6d,3F*,3,5,7
80,114.07086,7e-05,200000.0,C,2s2.2p2,3P,2,2s2.2p.6d,3F*,2,5,5
81,114.13264,4e-05,450000.0,C,2s2.2p2,3P,1,2s2.2p.6d,1D*,2,3,5
82,114.16782,4e-05,200000.0,C,2s2.2p2,3P,2,2s2.2p.6d,1D*,2,5,5
83,115.580873,1.9e-05,8200000.0,C+,2s2.2p2,3P,0,2s2.2p.5d,3P*,1,1,3
84,115.59788,3e-05,37000000.0,B,2s2.2p2,3P,1,2s2.2p.5d,3P*,0,3,1
85,115.602808,1.9e-05,11400000.0,B,2s2.2p2,3P,1,2s2.2p.5d,3P*,1,3,3
86,115.618377,1.7e-05,1350000.0,C+,2s2.2p2,3P,0,2s2.2p.5d,1P*,1,1,3
87,115.619906,3e-06,2400000.0,C+,2s2.2p2,3P,1,2s2.2p.5d,3P*,2,3,5
88,115.638897,1.9e-05,15100000.0,B,2s2.2p2,3P,2,2s2.2p.5d,3P*,1,5,3
89,115.640326,1.7e-05,810000.0,C,2s2.2p2,3P,1,2s2.2p.5d,1P*,1,3,3
90,115.656006,3e-06,27000000.0,B,2s2.2p2,3P,2,2s2.2p.5d,3P*,2,5,5
91,115.718541,2.3e-05,1500000.0,C+,2s2.2p2,3P,0,2s2.2p.6s,1P*,1,1,3
92,115.73298,3e-05,4000000.0,C+,2s2.2p2,3P,2,2s2.2p.5d,1F*,3,5,7
93,115.740529,2.3e-05,7500000.0,C+,2s2.2p2,3P,1,2s2.2p.6s,1P*,1,3,3
94,115.776704,2.3e-05,2500000.0,C+,2s2.2p2,3P,2,2s2.2p.6s,1P*,1,5,3
95,115.77691,2.3e-05,26200000.0,B+,2s2.2p2,3P,1,2s2.2p.5d,3D*,2,3,5
96,115.79094,4e-05,35200000.0,B+,2s2.2p2,3P,0,2s2.2p.5d,3D*,1,1,3
97,115.80184,5e-05,56000000.0,B+,2s2.2p2,3P,2,2s2.2p.5d,3D*,3,5,7
98,115.803461,2.3e-05,31000000.0,B,2s2.2p2,3P,1,2s2.2p.6s,3P*,2,3,5
99,115.81296,4e-05,19800000.0,B+,2s2.2p2,3P,1,2s2.2p.5d,3D*,1,3,3
100,115.813108,2.3e-05,25800000.0,B+,2s2.2p2,3P,2,2s2.2p.5d,3D*,2,5,5
101,115.832373,1.5e-05,10900000.0,B,2s2.2p2,3P,0,2s2.2p.6s,3P*,1,1,3
102,115.839676,2.3e-05,8200000.0,C+,2s2.2p2,3P,2,2s2.2p.6s,3P*,2,5,5
103,115.84918,4e-05,630000.0,C,2s2.2p2,3P,2,2s2.2p.5d,3D*,1,5,3
104,115.854404,1.5e-05,3400000.0,C+,2s2.2p2,3P,1,2s2.2p.6s,3P*,1,3,3
105,115.8674,3e-05,21900000.0,B,2s2.2p2,3P,1,2s2.2p.6s,3P*,0,3,1
106,115.87315,4e-05,5100000.0,C+,2s2.2p2,3P,1,2s2.2p.5d,3F*,2,3,5
107,115.890651,1.5e-05,8400000.0,C+,2s2.2p2,3P,2,2s2.2p.6s,3P*,1,5,3
108,115.896647,3e-06,7200000.0,C+,2s2.2p2,3P,2,2s2.2p.5d,3F*,3,5,7
109,115.9094,4e-05,360000.0,C,2s2.2p2,3P,2,2s2.2p.5d,3F*,2,5,5
110,116.0512632,2e-06,330000.0,C,2s2.2p2,3P,1,2s2.2p.5d,1D*,2,3,5
111,116.0876335,2e-06,120000.0,C,2s2.2p2,3P,2,2s2.2p.5d,1D*,2,5,5
112,118.8832839,2e-06,19500000.0,B,2s2.2p2,3P,0,2s2.2p.4d,3P*,1,1,3
113,118.899265,3e-06,72000000.0,B,2s2.2p2,3P,1,2s2.2p.4d,3P*,0,3,1
114,118.9064905,2e-06,20100000.0,B,2s2.2p2,3P,1,2s2.2p.4d,3P*,1,3,3
115,118.9248616,2e-06,10900000.0,B,2s2.2p2,3P,1,2s2.2p.4d,3P*,2,3,5
116,118.9446728,2e-06,30000000.0,B,2s2.2p2,3P,2,2s2.2p.4d,3P*,1,5,3
117,118.9630557,2e-06,53000000.0,B,2s2.2p2,3P,2,2s2.2p.4d,3P*,2,5,5
118,119.0020765,2e-06,910000.0,C+,2s2.2p2,3P,0,2s2.2p.4d,1P*,1,1,3
119,119.0253296,2e-06,480000.0,C+,2s2.2p2,3P,1,2s2.2p.4d,1P*,1,3,3
120,119.0635882,2e-06,13000.0,C,2s2.2p2,3P,2,2s2.2p.4d,1P*,1,5,3
121,119.1840995,2e-06,2900000.0,C+,2s2.2p2,3P,2,2s2.2p.4d,1F*,3,5,7
122,119.221761,7e-06,2200000.0,C,2s2.2p2,3P,0,2s2.2p.5s,1P*,1,1,3
123,119.2451,7e-06,7600000.0,C,2s2.2p2,3P,1,2s2.2p.5s,1P*,1,3,3
124,119.2835,7e-06,2190000.0,B,2s2.2p2,3P,2,2s2.2p.5s,1P*,1,5,3
125,119.3009118,2e-06,79000000.0,B+,2s2.2p2,3P,1,2s2.2p.4d,3D*,2,3,5
126,119.3030446,2.1e-06,64000000.0,B+,2s2.2p2,3P,0,2s2.2p.4d,3D*,1,1,3
127,119.3239726,1.9e-06,111000000.0,B+,2s2.2p2,3P,2,2s2.2p.4d,3D*,3,5,7
128,119.3264154,2.1e-06,43000000.0,B+,2s2.2p2,3P,1,2s2.2p.4d,3D*,1,3,3
129,119.3393479,2e-06,34600000.0,B+,2s2.2p2,3P,2,2s2.2p.4d,3D*,2,5,5
130,119.3648679,2.1e-06,2250000.0,B+,2s2.2p2,3P,2,2s2.2p.4d,3D*,1,5,3
131,119.3678214,1.9e-06,25400000.0,A,2s2.2p2,3P,1,2s2.2p.5s,3P*,2,3,5
132,119.3995082,2e-06,19400000.0,A,2s2.2p2,3P,0,2s2.2p.5s,3P*,1,1,3
133,119.4063006,1.9e-06,29800000.0,B+,2s2.2p2,3P,2,2s2.2p.5s,3P*,2,5,5
134,119.4229168,2e-06,8300000.0,A,2s2.2p2,3P,1,2s2.2p.5s,3P*,1,3,3
135,119.4300572,1.9e-06,4100000.0,B+,2s2.2p2,3P,1,2s2.2p.4d,3F*,2,3,5
136,119.4405219,2.3e-06,44000000.0,A,2s2.2p2,3P,1,2s2.2p.5s,3P*,0,3,1
137,119.4488239,1.9e-06,6800000.0,B+,2s2.2p2,3P,2,2s2.2p.4d,3F*,3,5,7
138,119.4614315,2e-06,17700000.0,A,2s2.2p2,3P,2,2s2.2p.5s,3P*,1,5,3
139,119.4685765,1.9e-06,343000.0,B+,2s2.2p2,3P,2,2s2.2p.4d,3F*,2,5,5
140,119.7874919,1.9e-06,200000.0,C,2s2.2p2,3P,1,2s2.2p.4d,1D*,2,3,5
141,119.8262422,1.9e-06,68000.0,C,2s2.2p2,3P,2,2s2.2p.4d,1D*,2,5,5
142,126.0735012,2.1e-06,55000000.0,B,2s2.2p2,3P,0,2s2.2p.3d,3P*,1,1,3
143,126.0926375,2.2e-06,176000000.0,B,2s2.2p2,3P,1,2s2.2p.3d,3P*,0,3,1
144,126.0996002,2.1e-06,46000000.0,B,2s2.2p2,3P,1,2s2.2p.3d,3P*,1,3,3
145,126.1122287,2.1e-06,39000000.0,B,2s2.2p2,3P,1,2s2.2p.3d,3P*,2,3,5
146,126.1425426,2.1e-06,73000000.0,B,2s2.2p2,3P,2,2s2.2p.3d,3P*,1,5,3
147,126.1551797,2.1e-06,131000000.0,B,2s2.2p2,3P,2,2s2.2p.3d,3P*,2,5,5
148,126.64151,6e-05,15200000.0,B,2s2.2p2,1D,2,2s2.2p.(2P*<3/2>).8d,2[7/2]*,3,5,7
149,127.0142949,2.1e-06,450000.0,B,2s2.2p2,3P,0,2s2.2p.3d,1P*,1,1,3
150,127.0407849,2.1e-06,210000.0,C,2s2.2p2,3P,1,2s2.2p.3d,1P*,1,3,3
151,127.4108797,2.1e-06,1200000.0,C+,2s2.2p2,3P,2,2s2.2p.3d,1F*,3,5,7
152,127.49839,7e-05,22500000.0,B,2s2.2p2,1D,2,2s2.2p.(2P*<3/2>).7d,2[7/2]*,3,5,7
153,127.6482255,2.1e-06,5000000.0,C+,2s2.2p2,3P,0,2s2.2p.4s,1P*,1,1,3
154,127.6749806,2.1e-06,9400000.0,C+,2s2.2p2,3P,1,2s2.2p.4s,1P*,1,3,3
155,127.7190029,2.1e-06,1800000.0,C+,2s2.2p2,3P,2,2s2.2p.4s,1P*,1,5,3
156,127.7245031,2.1e-06,126000000.0,A,2s2.2p2,3P,0,2s2.2p.3d,3D*,1,1,3
157,127.7282278,2.1e-06,170000000.0,A,2s2.2p2,3P,1,2s2.2p.3d,3D*,2,3,5
158,127.7512902,2.1e-06,92000000.0,A,2s2.2p2,3P,1,2s2.2p.3d,3D*,1,3,3
159,127.7549516,2.1e-06,228000000.0,A,2s2.2p2,3P,2,2s2.2p.3d,3D*,3,5,7
160,127.7722868,2.1e-06,63000000.0,A,2s2.2p2,3P,2,2s2.2p.3d,3D*,2,5,5
161,127.7953652,2.1e-06,5900000.0,B+,2s2.2p2,3P,2,2s2.2p.3d,3D*,1,5,3
162,127.9890375,2.1e-06,34300000.0,B+,2s2.2p2,3P,1,2s2.2p.4s,3P*,2,3,5
163,128.0134799,2.1e-06,35500000.0,B+,2s2.2p2,3P,0,2s2.2p.4s,3P*,1,1,3
164,128.0332767,2.1e-06,64000000.0,B+,2s2.2p2,3P,2,2s2.2p.4s,3P*,2,5,5
165,128.0403884,2.1e-06,18700000.0,B+,2s2.2p2,3P,1,2s2.2p.4s,3P*,1,3,3
166,128.059692,2.1e-06,88000000.0,B+,2s2.2p2,3P,1,2s2.2p.4s,3P*,0,3,1
167,128.0846631,2.1e-06,36000000.0,B+,2s2.2p2,3P,2,2s2.2p.4s,3P*,1,5,3
168,128.7607533,2.2e-06,149000.0,B,2s2.2p2,3P,1,2s2.2p.3d,1D*,2,3,5
169,128.8055277,2.2e-06,66000.0,C,2s2.2p2,3P,2,2s2.2p.3d,1D*,2,5,5
170,128.84225,5e-05,35000000.0,B,2s2.2p2,1D,2,2s2.2p.6d,1F*,3,5,7
171,131.13627,4e-05,59000000.0,B,2s2.2p2,1D,2,2s2.2p.5d,1F*,3,5,7
172,132.8832989,2.3e-06,73000000.0,B,2s2.2p2,3P,0,2s.2p3,3P*,1,1,3
173,132.9084642,2.3e-06,222000000.0,B,2s2.2p2,3P,1,2s.2p3,3P*,0,3,1
174,132.9100114,2.3e-06,54000000.0,B,2s2.2p2,3P,1,2s.2p3,3P*,2,3,5
175,132.9122938,2.3e-06,56000000.0,B,2s2.2p2,3P,1,2s.2p3,3P*,1,3,3
176,132.9577184,2.3e-06,164000000.0,B,2s2.2p2,3P,2,2s.2p3,3P*,2,5,5
177,132.9600025,2.3e-06,92000000.0,B,2s2.2p2,3P,2,2s.2p3,3P*,1,5,3
178,135.428888,6e-06,30000000.0,C,2s2.2p2,1D,2,2s2.2p.4d,1P*,1,5,3
179,135.584826,6e-06,104000000.0,B,2s2.2p2,1D,2,2s2.2p.4d,1F*,3,5,7
180,135.71348,1.1e-05,14000000.0,C,2s2.2p2,1D,2,2s2.2p.5s,1P*,1,5,3
