,ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k
739,3577.2861,0.0019,2800000.0,C+,2s2.2p.4p,3P,1,2s2.2p.4d,3P*,0,3,1
740,3583.8383,0.0006,900000.0,C+,2s2.2p.4p,3P,1,2s2.2p.4d,3P*,1,3,3
741,3600.6024,0.0005,340000.0,C+,2s2.2p.4p,3P,1,2s2.2p.4d,3P*,2,3,5
742,3607.19,0.007,63000.0,C,2s2.2p.4p,3S,1,2s2.2p.5s,1P*,1,3,3
743,3607.4251,0.0007,1020000.0,C+,2s2.2p.4p,3P,2,2s2.2p.4d,3P*,1,5,3
744,3616.9422,0.0003,18000.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3S,1,3,3
745,3624.4111,0.0004,2100000.0,C+,2s2.2p.4p,3P,2,2s2.2p.4d,3P*,2,5,5
746,3674.9942,0.0009,750.0,C,2s2.2p.4p,3P,0,2s2.2p.4d,1P*,1,1,3
747,3683.0544,0.0004,380.0,C,2s2.2p.4p,3D,1,2s2.2p.4d,1D*,2,3,5
748,3683.1145,0.0011,19000.0,C,2s2.2p.4p,3S,1,2s2.2p.4d,3D*,1,3,3
749,3695.0322,0.0008,46000.0,C,2s2.2p.4p,3P,1,2s2.2p.4d,1P*,1,3,3
750,3708.7888,0.0004,12000.0,C,2s2.2p.4p,3D,2,2s2.2p.4d,1D*,2,5,5
751,3718.2902,0.0007,2260000.0,B,2s2.2p.4d,3F*,4,2s2.2p.(2P*<3/2>).5f,2[9/2],5,9,11
752,3720.1104,0.0008,10000.0,C,2s2.2p.4p,3P,2,2s2.2p.4d,1P*,1,5,3
753,3722.29218,0.00011,1960000.0,B,2s2.2p.4s,3P*,2,2s2.2p.4p,3D,3,5,7
754,3722.9752,0.0004,1360000.0,B,2s2.2p.4p,3S,1,2s2.2p.5s,3P*,2,3,5
755,3725.06695,0.00012,1530000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3D,2,3,5
756,3734.899,0.0003,1150000.0,B,2s2.2p.4s,3P*,0,2s2.2p.4p,3D,1,1,3
757,3749.3433,0.0015,1500000.0,C,2s2.2p.4d,3F*,2,2s2.2p.(2P*<1/2>).5f,2[7/2],3,5,7
758,3751.3939,0.0003,780000.0,B,2s2.2p.4s,3P*,1,2s2.2p.4p,3D,1,3,3
759,3768.6188,0.0011,1810000.0,B,2s2.2p.4d,3F*,3,2s2.2p.(2P*<1/2>).5f,2[7/2],4,7,9
760,3769.06114,0.00017,460000.0,B,2s2.2p.4s,3P*,2,2s2.2p.4p,3D,2,5,5
761,3777.3271,0.0007,1280000.0,B,2s2.2p.4p,3S,1,2s2.2p.5s,3P*,1,3,3
762,3784.4838,0.0004,8800.0,C,2s2.2p.4p,3S,1,2s2.2p.4d,3F*,2,3,5
763,3794.2982,0.0003,360.0,B,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,3,5,7
764,3795.02,0.0014,1320000.0,B,2s2.2p.4p,3S,1,2s2.2p.5s,3P*,0,3,1
765,3796.0159,0.0003,70000.0,B,2s2.2p.4s,3P*,2,2s2.2p.4p,3D,1,5,3
766,3800.1562,0.0023,770000.0,C,2s2.2p.4d,3D*,2,2s2.2p.(2P*<3/2>).5f,2[7/2],3,5,7
767,3815.5485,0.0013,1500000.0,C,2s2.2p.4d,3D*,3,2s2.2p.(2P*<3/2>).5f,2[7/2],4,7,9
768,3818.12763,0.00023,45000.0,B,2s2.2p.3d,3F*,3,2s2.2p.4p,3D,3,7,7
769,3841.4728,0.0006,24000.0,C,2s2.2p.4p,3P,2,2s2.2p.4d,1F*,3,5,7
770,3842.906,0.0003,106000.0,B,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,2,5,5
771,3854.2847,0.0004,3900.0,C,2s2.2p.3d,1P*,1,2s2.2p.4p,3P,1,3,3
772,3858.0643,0.0022,1600000.0,C,2s2.2p.4d,3D*,1,2s2.2p.(2P*<1/2>).5f,2[5/2],2,3,5
773,3867.35177,0.00013,1080000.0,B,2s2.2p.3d,3F*,3,2s2.2p.4p,3D,2,7,5
774,3868.9836,0.00013,1070000.0,B,2s2.2p.3d,3F*,4,2s2.2p.4p,3D,3,9,7
775,3870.9312,0.0003,1200000.0,B,2s2.2p.3d,3F*,2,2s2.2p.4p,3D,1,5,3
776,3896.736,0.008,94000.0,C,2s2.2p.4p,3P,0,2s2.2p.5s,1P*,1,1,3
777,3919.272,0.008,59000.0,C,2s2.2p.4p,3P,1,2s2.2p.5s,1P*,1,3,3
778,3935.2528,0.0012,1600000.0,B,2s2.2p.4d,1F*,3,2s2.2p.(2P*<3/2>).5f,2[9/2],4,7,9
779,3947.498,0.008,6300.0,C,2s2.2p.4p,3P,2,2s2.2p.5s,1P*,1,5,3
780,3957.295,0.0003,56000.0,B,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,3,5,7
781,3973.99594,0.00019,220000.0,B,2s2.2p.3d,3D*,3,2s2.2p.4p,3D,3,7,7
782,3980.4765,0.0006,2030000.0,B,2s2.2p.4p,3P,1,2s2.2p.4d,3D*,2,3,5
783,3985.4877,0.0013,1430000.0,B,2s2.2p.4p,3P,0,2s2.2p.4d,3D*,1,1,3
784,3987.5966,0.0004,35000.0,B,2s2.2p.3d,3D*,1,2s2.2p.4p,3D,2,3,5
785,3988.6269,0.001,3700000.0,B,2s2.2p.(2P*<1/2>).4f,2[5/2],3,2s2.2p.(2P*<1/2>).5g,2[7/2]*,4,7,9
786,3988.8038,0.0006,3600000.0,B,2s2.2p.(2P*<1/2>).4f,2[5/2],2,2s2.2p.(2P*<1/2>).5g,2[7/2]*,3,5,7
787,3992.3106,0.0005,2250000.0,B,2s2.2p.4p,3P,2,2s2.2p.4d,3D*,3,5,7
788,3998.35,0.0003,3700000.0,B,2s2.2p.(2P*<1/2>).4f,2[7/2],3,2s2.2p.(2P*<1/2>).5g,2[9/2]*,4,7,9
789,3998.6696,0.0005,3800000.0,B,2s2.2p.(2P*<1/2>).4f,2[7/2],4,2s2.2p.(2P*<1/2>).5g,2[9/2]*,5,9,11
790,4001.0097,0.0006,3400000.0,B,2s2.2p.(2P*<3/2>).4f,2[7/2],3,2s2.2p.(2P*<3/2>).5g,2[9/2]*,4,7,9
791,4001.44,0.0005,3500000.0,B,2s2.2p.(2P*<3/2>).4f,2[7/2],4,2s2.2p.(2P*<3/2>).5g,2[9/2]*,5,9,11
792,4009.0656,0.0013,810000.0,B,2s2.2p.4p,3P,1,2s2.2p.4d,3D*,1,3,3
793,4009.5942,0.0006,310000.0,B,2s2.2p.4p,3P,2,2s2.2p.4d,3D*,2,5,5
794,4010.1977,0.0003,131000.0,B,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,2,5,5
795,4017.7802,0.0005,126000.0,B,2s2.2p.3d,3D*,1,2s2.2p.4p,3D,1,3,3
796,4027.34916,0.00024,22.0,C,2s2.2p.3d,3D*,3,2s2.2p.4p,3D,2,7,5
797,4033.9234,0.0003,4200000.0,B,2s2.2p.(2P*<3/2>).4f,2[9/2],5,2s2.2p.(2P*<3/2>).5g,2[11/2]*,6,11,13
798,4034.5749,0.0005,4200000.0,B,2s2.2p.(2P*<3/2>).4f,2[9/2],4,2s2.2p.(2P*<3/2>).5g,2[11/2]*,5,9,11
799,4038.1933,0.001,3300000.0,B,2s2.2p.(2P*<3/2>).4f,2[5/2],3,2s2.2p.(2P*<3/2>).5g,2[7/2]*,4,7,9
800,4038.4481,0.0007,3100000.0,B,2s2.2p.(2P*<3/2>).4f,2[5/2],2,2s2.2p.(2P*<3/2>).5g,2[7/2]*,3,5,7
801,4038.6046,0.0013,29000.0,B,2s2.2p.4p,3P,2,2s2.2p.4d,3D*,1,5,3
802,4040.7258,0.0003,4700.0,B,2s2.2p.3d,3D*,2,2s2.2p.4p,3D,1,5,3
803,4056.3389,0.0005,30000.0,C+,2s2.2p.4p,3P,1,2s2.2p.5s,3P*,2,3,5
804,4061.5942,0.0016,3200000.0,B,2s2.2p.(2P*<3/2>).4f,2[3/2],1,2s2.2p.(2P*<3/2>).5g,2[5/2]*,2,3,5
805,4061.78,0.0016,3600000.0,B,2s2.2p.(2P*<3/2>).4f,2[3/2],2,2s2.2p.(2P*<3/2>).5g,2[5/2]*,3,5,7
806,4063.4036,0.0004,15000.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3D,2,3,5
807,4066.6894,0.0004,760.0,C,2s2.2p.3d,3P*,2,2s2.2p.4p,1D,2,5,5
808,4068.5387,0.0005,2600.0,C,2s2.2p.4s,3P*,0,2s2.2p.4p,1P,1,1,3
809,4079.8648,0.0005,1300.0,C,2s2.2p.3d,3P*,1,2s2.2p.4p,1D,2,3,5
810,4086.5813,0.0005,460000.0,C+,2s2.2p.4p,3P,2,2s2.2p.5s,3P*,2,5,5
811,4088.12,0.0004,48000.0,C,2s2.2p.4s,3P*,1,2s2.2p.4p,1P,1,3,3
812,4094.7503,0.0005,2200.0,C,2s2.2p.4s,1P*,1,2s2.2p.4p,3D,1,3,3
813,4096.0367,0.0008,109000.0,C+,2s2.2p.4p,3P,0,2s2.2p.5s,3P*,1,1,3
814,4097.0795,0.001,460000.0,C,2s2.2p.(2P*<3/2>).4f,2[7/2],4,2s2.2p.(2P*<1/2>).5g,2[9/2]*,5,9,11
815,4120.9447,0.0008,106000.0,C+,2s2.2p.4p,3P,1,2s2.2p.5s,3P*,1,3,3
816,4129.4641,0.0005,42000.0,C,2s2.2p.4p,3P,1,2s2.2p.4d,3F*,2,3,5
817,4136.985,0.0003,100000.0,C,2s2.2p.4p,3P,2,2s2.2p.4d,3F*,3,5,7
818,4142.012,0.0017,360000.0,C+,2s2.2p.4p,3P,1,2s2.2p.5s,3P*,0,3,1
819,4152.1619,0.0009,190000.0,C+,2s2.2p.4p,3P,2,2s2.2p.5s,3P*,1,5,3
820,4160.811,0.0005,20000.0,C,2s2.2p.4p,3P,2,2s2.2p.4d,3F*,2,5,5
821,4197.029,0.011,910000.0,C,2s2.2p.4d,3P*,1,2s2.2p.(2P*<3/2>).5f,2[3/2],2,3,5
822,4202.4772,0.0025,1300000.0,C,2s2.2p.4d,3P*,2,2s2.2p.(2P*<3/2>).5f,2[5/2],3,5,7
823,4212.7106,0.0005,3700.0,C,2s2.2p.3d,1P*,1,2s2.2p.4p,3S,1,3,3
824,4230.487,0.0004,2700.0,C,2s2.2p.3d,3F*,2,2s2.2p.4p,1P,1,5,3
825,4262.1307,0.0009,7400.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3P*,1,5,3
826,4285.862,0.0007,3400.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3P*,2,5,5
827,4402.1014,0.0004,3000.0,C,2s2.2p.3d,1F*,3,2s2.2p.4p,3D,2,7,5
828,4406.5037,0.0006,23000.0,C,2s2.2p.3d,3D*,1,2s2.2p.4p,1P,1,3,3
829,4420.3267,0.0012,223000.0,B+,2s2.2p.4p,1D,2,2s2.2p.4d,1P*,1,5,3
830,4499.2601,0.0003,740000.0,C+,2s2.2p.4s,1P*,1,2s2.2p.4p,1P,1,3,3
831,4592.7342,0.0006,2340000.0,B+,2s2.2p.4p,1D,2,2s2.2p.4d,1F*,3,5,7
832,4643.5343,0.0006,530.0,C,2s2.2p.4p,3P,2,2s2.2p.4d,1D*,2,5,5
833,4745.107,0.011,1560000.0,B+,2s2.2p.4p,1D,2,2s2.2p.5s,1P*,1,5,3
834,4810.0069,0.0009,14000.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3D*,3,5,7
835,4835.1179,0.0009,480.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3D*,2,5,5
836,4875.3054,0.0007,12000.0,C,2s2.2p.3d,1P*,1,2s2.2p.4p,3D,1,3,3
837,4877.3666,0.0019,82000.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3D*,1,5,3
838,4918.3876,0.0003,490000.0,B,2s2.2p.3d,3P*,2,2s2.2p.4p,3P,2,5,5
839,4937.6729,0.0005,147000.0,B,2s2.2p.3d,3P*,1,2s2.2p.4p,3P,2,3,5
840,4947.514,0.001,430.0,C,2s2.2p.4p,1D,2,2s2.2p.5s,3P*,2,5,5
841,4962.9207,0.0005,213000.0,B,2s2.2p.3d,3P*,2,2s2.2p.4p,3P,1,5,3
842,4982.5574,0.0006,177000.0,B,2s2.2p.3d,3P*,1,2s2.2p.4p,3P,1,3,3
843,4993.4524,0.001,203000.0,B,2s2.2p.3d,3P*,0,2s2.2p.4p,3P,1,1,3
844,5019.4627,0.0008,570000.0,B,2s2.2p.3d,3P*,1,2s2.2p.4p,3P,0,3,1
845,5021.5846,0.0008,27000.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3F*,3,5,7
846,5043.9634,0.0013,37000.0,C,2s2.2p.4p,1D,2,2s2.2p.5s,3P*,1,5,3
847,5056.7325,0.0008,3300.0,C,2s2.2p.4p,1D,2,2s2.2p.4d,3F*,2,5,5
848,5256.943,0.014,138000.0,C+,2s2.2p.4d,1D*,2,2s2.2p.5p,1D,2,5,5
849,5363.9586,0.0014,12000.0,C,2s2.2p.4p,1S,0,2s2.2p.4d,3P*,1,1,3
850,5459.7375,0.0009,540000.0,C+,2s2.2p.3d,1P*,1,2s2.2p.4p,1P,1,3,3
851,5573.5272,0.0005,128000.0,B,2s2.2p.3d,3P*,2,2s2.2p.4p,3S,1,5,3
852,5598.3052,0.0007,45000.0,B,2s2.2p.3d,3P*,1,2s2.2p.4p,3S,1,3,3
853,5612.0632,0.0013,11300.0,B,2s2.2p.3d,3P*,0,2s2.2p.4p,3S,1,1,3
854,5616.9466,0.0019,270000.0,B,2s2.2p.4p,1S,0,2s2.2p.4d,1P*,1,1,3
855,5787.9883,0.001,308000.0,B+,2s2.2p.4p,1D,2,2s2.2p.4d,1D*,2,5,5
856,6152.012,0.019,620000.0,B,2s2.2p.4p,1S,0,2s2.2p.5s,1P*,1,1,3
857,6277.295,0.016,63000.0,C+,2s2.2p.4d,1P*,1,2s2.2p.5p,1S,0,3,1
858,6376.18,0.003,50000.0,C,2s2.2p.4p,1S,0,2s2.2p.4d,3D*,1,1,3
859,6562.7275,0.0006,34000.0,C,2s2.2p.3d,3P*,2,2s2.2p.4p,3D,3,5,7
860,6663.9194,0.0022,6900.0,C,2s2.2p.4p,1S,0,2s2.2p.5s,3P*,1,1,3
861,6709.5152,0.0007,6300.0,C,2s2.2p.3d,3P*,2,2s2.2p.4p,3D,2,5,5
862,6745.4555,0.001,23000.0,C,2s2.2p.3d,3P*,1,2s2.2p.4p,3D,2,3,5
863,6795.4128,0.001,500.0,C,2s2.2p.3d,3P*,2,2s2.2p.4p,3D,1,5,3
864,6832.2818,0.0014,11000.0,C,2s2.2p.3d,3P*,1,2s2.2p.4p,3D,1,3,3
865,6852.7844,0.0019,16000.0,C,2s2.2p.3d,3P*,0,2s2.2p.4p,3D,1,1,3
866,6884.161,0.024,700000.0,B,2s2.2p.4d,1F*,3,2s2.2p.5p,1D,2,7,5
867,7227.951,0.005,6000.0,C,2s2.2p.4d,3D*,1,2s2.2p.5p,3P,2,3,5
868,7305.619,0.005,150000.0,C,2s2.2p.4d,3D*,1,2s2.2p.5p,3P,1,3,3
869,7311.62,0.03,168000.0,B,2s2.2p.4d,1P*,1,2s2.2p.5p,1D,2,3,5
870,7322.774,0.003,86000.0,C,2s2.2p.4d,3D*,2,2s2.2p.5p,3P,2,5,5
871,7353.4,0.09,950000.0,B,2s2.2p.(2P*<3/2>).5f,2[7/2],3,2s2.2p.(2P*<3/2>).6g,2[9/2]*,4,7,9
872,7354.321,0.022,970000.0,B,2s2.2p.(2P*<3/2>).5f,2[7/2],4,2s2.2p.(2P*<3/2>).6g,2[9/2]*,5,9,11
873,7364.15,0.022,1010000.0,B,2s2.2p.(2P*<1/2>).5f,2[5/2],3,2s2.2p.(2P*<1/2>).6g,2[7/2]*,4,7,9
874,7364.68,0.03,950000.0,B,2s2.2p.(2P*<1/2>).5f,2[5/2],2,2s2.2p.(2P*<1/2>).6g,2[7/2]*,3,5,7
875,7376.14,0.01,1030000.0,B,2s2.2p.(2P*<1/2>).5f,2[7/2],3,2s2.2p.(2P*<1/2>).6g,2[9/2]*,4,7,9
876,7377.228,0.005,1060000.0,B,2s2.2p.(2P*<1/2>).5f,2[7/2],4,2s2.2p.(2P*<1/2>).6g,2[9/2]*,5,9,11
877,7381.1328,0.0022,470000.0,C,2s2.2p.4d,3D*,3,2s2.2p.5p,3P,2,7,5
878,7386.167,0.008,480000.0,C+,2s2.2p.4d,1D*,2,2s2.2p.5p,1P,1,5,3
879,7402.504,0.003,420000.0,C,2s2.2p.4d,3D*,2,2s2.2p.5p,3P,1,5,3
880,7409.189,0.022,900000.0,B,2s2.2p.(2P*<3/2>).5f,2[5/2],3,2s2.2p.(2P*<3/2>).6g,2[7/2]*,4,7,9
881,7409.89,0.08,860000.0,B,2s2.2p.(2P*<3/2>).5f,2[5/2],2,2s2.2p.(2P*<3/2>).6g,2[7/2]*,3,5,7
882,7410.14,0.16,560000.0,C,2s2.2p.4d,3D*,1,2s2.2p.5p,3P,0,3,1
883,7420.516,0.005,1090000.0,B,2s2.2p.(2P*<3/2>).5f,2[9/2],5,2s2.2p.(2P*<3/2>).6g,2[11/2]*,6,11,13
884,7421.15,0.08,1540000.0,B,2s2.2p.(2P*<3/2>).5g,2[9/2]*,4,2s2.2p.(2P*<3/2>).6h,2[11/2],5,9,11
885,7421.15,0.08,1560000.0,B,2s2.2p.(2P*<3/2>).5g,2[9/2]*,5,2s2.2p.(2P*<3/2>).6h,2[11/2],6,11,13
886,7422.328,0.022,1070000.0,B,2s2.2p.(2P*<3/2>).5f,2[9/2],4,2s2.2p.(2P*<3/2>).6g,2[11/2]*,5,9,11
887,7437.34,0.04,1610000.0,B,2s2.2p.(2P*<1/2>).5g,2[7/2]*,4,2s2.2p.(2P*<1/2>).6h,2[9/2],5,9,11
888,7437.34,0.04,1560000.0,B,2s2.2p.(2P*<1/2>).5g,2[7/2]*,3,2s2.2p.(2P*<1/2>).6h,2[9/2],4,7,9
889,7438.64,0.03,1500000.0,B,2s2.2p.(2P*<3/2>).5g,2[7/2]*,4,2s2.2p.(2P*<3/2>).6h,2[9/2],5,9,11
890,7438.64,0.03,1460000.0,B,2s2.2p.(2P*<3/2>).5g,2[7/2]*,3,2s2.2p.(2P*<3/2>).6h,2[9/2],4,7,9
891,7439.87,0.08,1620000.0,B,2s2.2p.(2P*<1/2>).5g,2[9/2]*,4,2s2.2p.(2P*<1/2>).6h,2[11/2],5,9,11
892,7439.87,0.08,1650000.0,B,2s2.2p.(2P*<1/2>).5g,2[9/2]*,5,2s2.2p.(2P*<1/2>).6h,2[11/2],6,11,13
893,7456.01,0.04,1630000.0,B,2s2.2p.(2P*<3/2>).5g,2[11/2]*,5,2s2.2p.(2P*<3/2>).6h,2[13/2],6,11,13
894,7456.02,0.04,1650000.0,B,2s2.2p.(2P*<3/2>).5g,2[11/2]*,6,2s2.2p.(2P*<3/2>).6h,2[13/2],7,13,15
895,7466.67,0.12,830000.0,B,2s2.2p.(2P*<3/2>).5f,2[3/2],1,2s2.2p.(2P*<3/2>).6g,2[5/2]*,2,3,5
896,7467.95,0.11,930000.0,B,2s2.2p.(2P*<3/2>).5f,2[3/2],2,2s2.2p.(2P*<3/2>).6g,2[5/2]*,3,5,7
897,7469.85,0.04,1430000.0,B,2s2.2p.(2P*<3/2>).5g,2[5/2]*,2,2s2.2p.(2P*<3/2>).6h,2[7/2],3,5,7
898,7469.85,0.04,1500000.0,B,2s2.2p.(2P*<3/2>).5g,2[5/2]*,3,2s2.2p.(2P*<3/2>).6h,2[7/2],4,7,9
899,8066.486,0.003,53.0,C,2s2.2p.3d,3P*,0,2s2.2p.4p,1P,1,1,3
900,8080.346,0.013,1200.0,C,2s2.2p.4d,3F*,2,2s2.2p.5p,3D,3,5,7
901,8171.743,0.013,40000.0,C,2s2.2p.4d,3F*,3,2s2.2p.5p,3D,3,7,7
902,8312.71,0.13,53000.0,C,2s2.2p.4d,3F*,2,2s2.2p.5p,3D,2,5,5
903,8409.47,0.13,410000.0,C,2s2.2p.4d,3F*,3,2s2.2p.5p,3D,2,7,5
904,8418.01,0.11,460000.0,C,2s2.2p.4d,3F*,2,2s2.2p.5p,3D,1,5,3
905,8428.949,0.014,420000.0,C,2s2.2p.4d,3F*,4,2s2.2p.5p,3D,3,9,7
906,8718.924,0.015,9200.0,C,2s2.2p.4d,3D*,2,2s2.2p.5p,3D,3,5,7
907,8801.784,0.015,71000.0,C,2s2.2p.4d,3D*,3,2s2.2p.5p,3D,3,7,7
908,8847.58,0.16,12000.0,C,2s2.2p.4d,3D*,1,2s2.2p.5p,3D,2,3,5
909,8966.97,0.13,57000.0,C,2s2.2p.4d,3D*,1,2s2.2p.5p,3D,1,3,3
910,8990.08,0.15,52000.0,C,2s2.2p.4d,3D*,2,2s2.2p.5p,3D,2,5,5
911,9078.2,0.16,11000.0,C,2s2.2p.4d,3D*,3,2s2.2p.5p,3D,2,7,5
912,9086.351,0.004,260000.0,C,2s2.2p.4d,3P*,2,2s2.2p.5p,3P,2,5,5
913,9113.37,0.13,18000.0,C,2s2.2p.4d,3D*,2,2s2.2p.5p,3D,1,5,3
914,9194.892,0.005,83000.0,C,2s2.2p.4d,3P*,1,2s2.2p.5p,3P,2,3,5
915,9209.433,0.005,140000.0,C,2s2.2p.4d,3P*,2,2s2.2p.5p,3P,1,5,3
916,9320.952,0.005,79000.0,C,2s2.2p.4d,3P*,1,2s2.2p.5p,3P,1,3,3
917,9365.567,0.014,100000.0,C,2s2.2p.4d,3P*,0,2s2.2p.5p,3P,1,1,3
918,9491.77,0.27,300000.0,C,2s2.2p.4d,3P*,1,2s2.2p.5p,3P,0,3,1
